Date,Price,Open,High,Low,Vol.,Change %
2018-01-24,345.89,354.58,354.75,343.52,5.29M,-0.01960
2018-01-23,352.79,360,360.5,351,5.47M,0.00350
2018-01-22,351.56,349.4,357.83,349.2,6.21M,0.00440
2018-01-19,350.02,345,350.59,342.6,4.89M,0.01580
2018-01-18,344.57,345.67,352.3,343.74,5.69M,-0.00750
2018-01-17,347.16,340.47,349,339.75,7.10M,0.02090
2018-01-16,340.06,337.54,345,334.8,6.47M,0.01140
2018-01-12,336.22,338.63,340.41,333.67,4.83M,-0.00510
2018-01-11,337.95,335.24,344.81,333.26,6.65M,0.00940
2018-01-10,334.8,332.2,337,330,4.31M,0.00330
2018-01-09,333.69,335.16,338.8,327.4,7.15M,-0.00810
2018-01-08,336.41,316,337.02,315.5,9.86M,0.06260
2018-01-05,316.58,316.62,317.24,312,4.59M,0.00620
2018-01-04,314.62,312.87,318.55,305.68,9.95M,-0.00830
2018-01-03,317.25,321,325.25,315.55,4.52M,-0.01020
2018-01-02,320.53,312,322.11,311,4.35M,0.02950
2017-12-29,311.35,316.18,316.41,310,3.78M,-0.01270
2017-12-28,315.36,311.75,315.82,309.54,4.32M,0.01190
2017-12-27,311.64,316,317.68,310.75,4.71M,-0.01780
2017-12-26,317.29,323.83,323.94,316.58,4.38M,-0.02430
2017-12-22,325.2,329.51,330.92,324.82,4.22M,-0.01950
2017-12-21,331.66,329.59,333.74,327.21,4.39M,0.00810
2017-12-20,328.98,332.69,333.1,325.04,5.95M,-0.00640
2017-12-19,331.1,340.26,341.49,330.3,6.82M,-0.02290
2017-12-18,338.87,344.9,346.73,337.58,5.48M,-0.01330
2017-12-15,343.45,342.04,343.9,335.76,6.93M,0.01650
2017-12-14,337.89,341.01,347.44,336.9,5.80M,-0.00340
2017-12-13,339.03,340.93,344.22,336.5,6.22M,-0.00590
2017-12-12,341.03,330.45,341.44,330.03,8.73M,0.03680
2017-12-11,328.91,314.63,329.01,313.75,7.94M,0.04370
2017-12-08,315.13,314.6,316.98,311.26,3.47M,0.01250
2017-12-07,311.24,312,318.63,311.05,4.78M,-0.00640
2017-12-06,313.26,300.1,313.39,300,7.20M,0.03150
2017-12-05,303.7,302,308,301,4.65M,-0.00490
2017-12-04,305.2,306.5,308.26,300.61,5.84M,-0.00430
2017-12-01,306.53,305.44,310.32,305.05,4.29M,-0.00750
2017-11-30,308.85,308.56,310.7,304.54,4.35M,0.00430
2017-11-29,307.54,317.3,318,301.23,8.77M,-0.03150
2017-11-28,317.55,316.36,320,313.92,4.95M,0.00230
2017-11-27,316.81,313.25,317.34,309.51,4.56M,0.00400
2017-11-24,315.55,313.79,316.41,311,3.24M,0.00940
2017-11-22,312.6,316.77,317.42,311.84,4.92M,-0.01640
2017-11-21,317.81,310.86,318.23,308.71,7.26M,0.02940
2017-11-20,308.74,313.79,315.5,304.75,8.25M,-0.02000
2017-11-17,315.05,325.67,326.67,313.15,13.74M,0.00820
2017-11-16,312.5,313.99,318.14,311.3,5.82M,0.00390
2017-11-15,311.3,306.01,312.49,301.5,5.98M,0.00840
2017-11-14,308.7,315,316.35,306.9,5.68M,-0.02120
2017-11-13,315.4,300.13,316.8,299.11,7.58M,0.04100
2017-11-10,302.99,302.5,308.36,301.85,4.63M,0.00000
2017-11-09,302.99,302.5,304.46,296.3,5.45M,-0.00460
2017-11-08,304.39,305.5,306.89,301.3,4.73M,-0.00540
2017-11-07,306.05,301.02,306.5,300.03,5.29M,0.01080
2017-11-06,302.78,307,307.5,299.01,6.49M,-0.01080
2017-11-03,306.09,299.5,306.25,295.13,8.89M,0.02280
2017-11-02,299.26,300.13,308.69,292.63,19.79M,-0.06800
2017-11-01,321.08,332.25,332.61,320.26,8.46M,-0.03150
2017-10-31,331.53,320.23,331.95,320.18,5.67M,0.03580
2017-10-30,320.08,319.18,323.78,317.25,4.25M,-0.00250
2017-10-27,320.87,319.75,324.59,316.66,6.98M,-0.01620
2017-10-26,326.17,327.78,330.23,323.2,5.02M,0.00100
2017-10-25,325.84,336.7,337.5,323.56,8.59M,-0.03410
2017-10-24,337.34,338.8,342.8,336.16,4.49M,0.00090
2017-10-23,337.02,349.88,349.95,336.25,5.75M,-0.02340
2017-10-20,345.1,352.69,354.55,344.34,4.93M,-0.01910
2017-10-19,351.81,355.56,357.15,348.2,5.06M,-0.02180
2017-10-18,359.65,355.97,363,354.13,4.94M,0.01100
2017-10-17,355.75,350.91,356.22,350.07,3.29M,0.01470
2017-10-16,350.6,353.76,354.48,347.16,5.38M,-0.01400
2017-10-13,355.57,356.98,358.49,353.68,3.54M,-0.00030
2017-10-12,355.68,352.95,359.78,352.64,4.09M,0.00300
2017-10-11,354.6,353.89,357.6,351.15,4.50M,-0.00280
2017-10-10,355.59,346.8,355.63,345.53,6.98M,0.03690
2017-10-09,342.94,349.65,351.75,342.67,7.49M,-0.03910
2017-10-06,356.88,353.1,360.1,352.25,4.30M,0.00440
2017-10-05,355.33,356,357.44,351.35,4.17M,0.00090
2017-10-04,355.01,351.25,358.62,349.6,8.16M,0.01970
2017-10-03,348.14,335.9,348.55,331.28,10.15M,0.01940
2017-10-02,341.53,342.52,343.7,335.51,5.29M,0.00130
2017-09-29,341.1,341.86,344.68,338.6,5.11M,0.00440
2017-09-28,339.6,339.88,342.75,335.4,5.32M,-0.00400
2017-09-27,340.97,349.9,351.49,340.5,6.06M,-0.01240
2017-09-26,345.25,350.93,351.24,340.9,7.16M,0.00080
2017-09-25,344.99,353.15,357.47,342.88,7.61M,-0.01740
2017-09-22,351.09,366.49,369.9,350.88,8.16M,-0.04200
2017-09-21,366.48,374.9,376.83,364.51,4.62M,-0.01990
2017-09-20,373.91,373,378.25,371.07,4.92M,-0.00320
2017-09-19,375.1,380,382.39,373.57,6.45M,-0.02570
2017-09-18,385,380.25,389.61,377.68,7.19M,0.01370
2017-09-15,379.81,374.51,380,372.7,5.42M,0.00570
2017-09-14,377.64,364.33,377.96,362.63,7.20M,0.03120
2017-09-13,366.23,363.82,368.07,359.59,4.19M,0.00960
2017-09-12,362.75,364.49,368.76,360.4,5.97M,-0.00260
2017-09-11,363.69,351.35,363.71,350,7.67M,0.05910
2017-09-08,343.4,348.99,349.78,342.3,3.26M,-0.02060
2017-09-07,350.61,345.98,352.48,343.45,4.24M,0.01760
2017-09-06,344.53,349.5,350.98,341.56,4.09M,-0.01450
2017-09-05,349.59,353.8,355.49,345.89,3.85M,-0.01630
2017-09-01,355.4,356.12,357.59,353.69,3.05M,-0.00140
2017-08-31,355.9,353.55,358.44,352.82,4.07M,0.00770
2017-08-30,353.18,349.67,353.47,347,3.41M,0.01680
2017-08-29,347.36,339.48,349.05,338.75,4.07M,0.00490
2017-08-28,345.66,347.28,347.35,339.72,3.76M,-0.00690
2017-08-25,348.05,354.24,355.69,347.3,3.48M,-0.01380
2017-08-24,352.93,352.52,356.66,349.74,4.58M,0.00050
2017-08-23,352.77,338.99,353.49,338.3,4.95M,0.03350
2017-08-22,341.35,341.13,342.24,337.37,4.32M,0.01030
2017-08-21,337.86,345.82,345.82,331.85,6.50M,-0.02760
2017-08-18,347.46,352.91,354,345.8,5.41M,-0.01270
2017-08-17,351.92,361.21,363.3,351.59,5.03M,-0.03030
2017-08-16,362.91,363,366.5,362.52,3.41M,0.00160
2017-08-15,362.33,365.2,365.49,359.37,3.09M,-0.00400
2017-08-14,363.8,364.63,367.66,362.6,4.52M,0.01660
2017-08-11,357.87,356.97,361.26,353.62,4.37M,0.00690
2017-08-10,355.4,361.6,366.65,354.66,7.09M,-0.02240
2017-08-09,363.53,361,370,358.95,6.89M,-0.00460
2017-08-08,365.22,357.53,368.58,357.4,7.45M,0.02830
2017-08-07,355.17,357.35,359.48,352.75,6.32M,-0.00490
2017-08-04,356.91,347,357.27,343.3,9.27M,0.02830
2017-08-03,347.09,345.33,350,343.15,13.54M,0.06510
2017-08-02,325.89,318.94,327.12,311.22,13.09M,0.01980
2017-08-01,319.57,323,324.45,316.13,8.30M,-0.01210
2017-07-31,323.47,335.5,341.49,321.04,8.54M,-0.03460
2017-07-28,335.07,336.89,339.6,332.51,4.88M,0.00180
2017-07-27,334.46,346,347.5,326.29,8.30M,-0.02730
2017-07-26,343.85,340.36,345.5,338.12,4.82M,0.01250
2017-07-25,339.6,345,345.6,334.15,6.99M,-0.00850
2017-07-24,342.52,330.24,343.4,330.01,8.64M,0.04300
2017-07-21,328.4,329.46,331.26,325.8,4.90M,-0.00460
2017-07-20,329.92,326.9,330.22,324.2,5.17M,0.01430
2017-07-19,325.26,328.23,331.65,323.22,6.36M,-0.00910
2017-07-18,328.24,317.5,329.13,315.66,6.37M,0.02710
2017-07-17,319.57,325.54,327.1,313.45,9.88M,-0.02500
2017-07-14,327.78,323.19,328.42,321.22,5.63M,0.01350
2017-07-13,323.41,330.11,331.6,319.97,8.59M,-0.01850
2017-07-12,329.52,330.4,333.1,324.5,10.35M,0.00700
2017-07-11,327.22,316,327.28,314.3,11.56M,0.03530
2017-07-10,316.05,312.9,317.94,303.13,13.82M,0.00900
2017-07-07,313.22,313.5,317,307.38,14.18M,0.01420
2017-07-06,308.83,317.26,320.79,306.3,19.32M,-0.05580
2017-07-05,327.09,347.2,347.24,326.33,17.05M,-0.07240
2017-07-03,352.62,370.24,371.35,351.5,6.31M,-0.02490
2017-06-30,361.61,363.71,366.77,359.62,5.85M,0.00240
2017-06-29,360.75,370.61,371,354.1,8.22M,-0.02830
2017-06-28,371.24,366.68,371.74,362.52,6.30M,0.02450
2017-06-27,362.37,376.4,376.4,362.02,7.00M,-0.04010
2017-06-26,377.49,386.69,386.95,373.1,6.60M,-0.01550
2017-06-23,383.45,382.45,386.99,379.35,6.45M,0.00220
2017-06-22,382.61,377.99,385,373.57,7.53M,0.01650
2017-06-21,376.4,374.35,376.99,368.02,4.92M,0.01120
2017-06-20,372.24,376.67,378.88,369.73,7.44M,0.00660
2017-06-19,369.8,375,376.7,367.8,6.55M,-0.00430
2017-06-16,371.4,377.98,378.01,370.1,6.73M,-0.01050
2017-06-15,375.34,372.5,375.46,366.49,10.43M,-0.01400
2017-06-14,380.66,381.08,384.25,376.31,12.82M,0.01250
2017-06-13,375.95,367.62,376,366.61,11.81M,0.04720
2017-06-12,359.01,357.99,364.5,350.62,10.52M,0.00470
2017-06-09,357.32,374.42,376.87,354.8,17.26M,-0.03430
2017-06-08,370,363.75,371.9,360.22,9.06M,0.02880
2017-06-07,359.65,356.34,360.5,355.14,9.40M,0.01930
2017-06-06,352.85,344.7,359.49,339.97,11.09M,0.01590
2017-06-05,347.32,338.5,348.44,334.21,6.78M,0.02200
2017-06-02,339.85,339.77,342.88,335.93,5.59M,-0.00150
2017-06-01,340.37,344,344.88,337.29,7.61M,-0.00190
2017-05-31,341.01,337.69,342.89,335.16,9.96M,0.01760
2017-05-30,335.1,326,336.28,325.76,7.78M,0.03060
2017-05-26,325.14,317.28,325.49,316.31,7.80M,0.02620
2017-05-25,316.83,311.02,316.97,307.81,5.01M,0.02130
2017-05-24,310.22,306.51,311,305.4,5.04M,0.02090
2017-05-23,303.86,310.46,310.73,303.48,4.32M,-0.02090
2017-05-22,310.35,312.8,314.37,306.8,4.33M,-0.00150
2017-05-19,310.83,315.5,316.5,310.2,4.69M,-0.00710
2017-05-18,313.06,307,313.94,305.31,5.65M,0.02270
2017-05-17,306.11,314.39,314.63,305.5,6.71M,-0.03440
2017-05-16,317.01,317.59,320.06,315.14,4.15M,0.00360
2017-05-15,315.88,318.38,320.2,312.53,7.62M,-0.02750
2017-05-12,324.81,325.48,327,321.53,4.12M,0.00530
2017-05-11,323.1,323.4,326,319.6,4.75M,-0.00650
2017-05-10,325.22,321.56,325.5,318.12,5.74M,0.01230
2017-05-09,321.26,309.38,321.99,309.1,9.68M,0.04580
2017-05-08,307.19,310.9,313.79,305.82,7.01M,-0.00380
2017-05-05,308.35,298,308.55,296.8,8.18M,0.04360
2017-05-04,295.46,307.44,307.77,290.76,14.15M,-0.05000
2017-05-03,311.02,317.67,321.53,310.45,7.13M,-0.02470
2017-05-02,318.89,324,327.66,316.56,5.38M,-0.01220
2017-05-01,322.83,314.88,327.25,314.81,8.83M,0.02790
2017-04-28,314.07,309.83,314.8,308,4.51M,0.01760
2017-04-27,308.63,311.69,313.09,307.5,3.47M,-0.00500
2017-04-26,310.17,312.37,314.5,309,4.70M,-0.01150
2017-04-25,313.79,308,313.98,305.86,6.74M,0.01870
2017-04-24,308.03,309.22,310.55,306.02,5.08M,0.00800
2017-04-21,305.6,302,306.4,300.42,4.51M,0.01020
2017-04-20,302.51,306.51,309.15,300.23,6.15M,-0.00990
2017-04-19,305.52,302.46,306.62,302.11,3.90M,0.01760
2017-04-18,300.25,299.7,300.84,297.9,3.04M,-0.00390
2017-04-17,301.44,302.7,304,298.68,4.14M,-0.00840
2017-04-13,304,296.7,307.39,295.3,9.28M,0.02410
2017-04-12,296.84,306.34,308.45,296.32,6.05M,-0.03850
2017-04-11,308.71,313.38,313.47,305.5,5.72M,-0.01180
2017-04-10,312.39,309.15,313.73,308.71,7.66M,0.03260
2017-04-07,302.54,297.5,302.69,297.15,4.58M,0.01290
2017-04-06,298.7,296.88,301.94,294.1,5.52M,0.01250
2017-04-05,295,302.04,304.88,294.2,7.88M,-0.02860
2017-04-04,303.7,296.89,304.81,294.53,10.13M,0.01740
2017-04-03,298.52,286.9,299,284.58,13.89M,0.07270
2017-03-31,278.3,278.73,279.68,276.32,3.29M,0.00140
2017-03-30,277.92,278.04,282,277.21,4.15M,0.00190
2017-03-29,277.38,278.34,279.6,275.54,3.68M,-0.00030
2017-03-28,277.45,277.02,280.68,275,7.99M,0.02680
2017-03-27,270.22,260.6,270.57,259.75,6.23M,0.02680
2017-03-24,263.16,255.7,263.89,255.01,5.65M,0.03290
2017-03-23,254.78,255.39,257.67,253.3,3.32M,-0.00090
2017-03-22,255.01,251.56,255.07,250.51,4.06M,0.01730
2017-03-21,250.68,262.83,264.8,250.24,6.91M,-0.04290
2017-03-20,261.92,260.6,264.55,258.82,3.61M,0.00160
2017-03-17,261.5,264,265.33,261.2,6.50M,-0.00210
2017-03-16,262.05,262.4,265.75,259.06,7.13M,0.02470
2017-03-15,255.73,257,261,254.27,5.33M,-0.00880
2017-03-14,258,246.11,258.12,246.02,7.60M,0.04810
2017-03-13,246.17,244.82,246.85,242.78,3.02M,0.01020
2017-03-10,243.69,246.21,246.5,243,3.07M,-0.00490
2017-03-09,244.9,247.63,248.66,243,3.88M,-0.00800
2017-03-08,246.87,247,250.07,245.32,3.73M,-0.00690
2017-03-07,248.59,251.92,253.89,248.32,3.46M,-0.01040
2017-03-06,251.21,247.91,251.7,247.51,3.36M,-0.00140
2017-03-03,251.57,250.74,251.9,249,2.93M,0.00440
2017-03-02,250.48,249.71,253.28,248.27,3.35M,0.00180
2017-03-01,250.02,254.18,254.85,249.11,4.81M,0.00010
2017-02-28,249.99,244.19,251,243.9,6.08M,0.01530
2017-02-27,246.23,248.17,248.36,242.01,11.46M,-0.04190
2017-02-24,257,252.66,258.25,250.2,8.17M,0.00390
2017-02-23,255.99,264,264.66,255.56,14.92M,-0.06410
2017-02-22,273.51,280.31,283.45,272.6,8.75M,-0.01400
2017-02-21,277.39,275.45,281.4,274.01,5.68M,0.01900
2017-02-17,272.23,265.8,272.89,264.15,6.26M,0.01220
2017-02-16,268.95,277.6,280,268.5,7.08M,-0.03860
2017-02-15,279.76,280,282.24,276.44,4.95M,-0.00430
2017-02-14,280.98,279.03,287.39,278.61,7.35M,0.00140
2017-02-13,280.6,270.74,280.79,270.51,7.03M,0.04220
2017-02-10,269.23,269.79,270.95,266.11,3.62M,0.00010
2017-02-09,269.2,266.25,271.18,266.15,7.82M,0.02720
2017-02-08,262.08,257.35,263.36,256.2,3.93M,0.01790
2017-02-07,257.48,258.19,260,256.42,4.24M,-0.00110
2017-02-06,257.77,251,257.82,250.63,3.56M,0.02560
2017-02-03,251.33,251.91,252.18,249.68,2.19M,-0.00090
2017-02-02,251.55,248.34,252.42,247.71,2.50M,0.00930
2017-02-01,249.24,253.05,253.2,249.05,3.96M,-0.01070
2017-01-31,251.93,249.24,255.89,247.7,4.12M,0.00520
2017-01-30,250.63,252.53,255.29,247.1,3.80M,-0.00920
2017-01-27,252.95,251.38,253,248.52,3.17M,0.00170
2017-01-26,252.51,254.29,255.74,250.75,3.15M,-0.00770
2017-01-25,254.47,257.31,258.46,251.8,5.15M,-0.00050
2017-01-24,254.61,250,254.8,249.65,4.97M,0.02290
2017-01-23,248.92,245.85,250.89,245.5,6.26M,0.01710
2017-01-20,244.73,245.46,246,243.01,4.20M,0.00400
2017-01-19,243.76,247.25,248.68,240.75,7.73M,0.02270
2017-01-18,238.36,236.65,239.71,235.58,3.77M,0.01180
2017-01-17,235.58,236.7,239.96,234.37,4.62M,-0.00910
2017-01-13,237.75,230,237.85,229.59,6.09M,0.03550
2017-01-12,229.59,229.06,230.7,225.58,3.79M,-0.00060
2017-01-11,229.73,229.07,229.98,226.68,3.65M,-0.00060
2017-01-10,229.87,232,232,226.89,3.66M,-0.00610
2017-01-09,231.28,228.97,231.92,228,3.98M,0.00990
2017-01-06,229.01,226.93,230.31,225.45,5.53M,0.01000
2017-01-05,226.75,226.42,227.48,221.95,5.91M,-0.00110
2017-01-04,226.99,214.75,228,214.31,11.21M,0.04610
2017-01-03,216.99,214.86,220.33,210.96,5.92M,0.01540
2016-12-30,213.69,216.3,217.5,211.68,4.64M,-0.00460
2016-12-29,214.68,218.56,219.2,214.12,4.04M,-0.02300
2016-12-28,219.74,221.53,223.8,217.2,3.78M,0.00100
2016-12-27,219.53,214.88,222.25,214.42,5.92M,0.02900
2016-12-23,213.34,208,213.45,207.71,4.67M,0.02350
2016-12-22,208.45,208.22,209.99,206.5,3.11M,0.00360
2016-12-21,207.7,208.45,212.23,207.41,5.21M,-0.00520
2016-12-20,208.79,203.05,209,202.5,4.69M,0.02990
2016-12-19,202.73,202.49,204.45,199.84,3.49M,0.00120
2016-12-16,202.49,198.08,202.59,197.6,3.80M,0.02490
2016-12-15,197.58,198.41,200.74,197.39,3.22M,-0.00560
2016-12-14,198.69,198.74,203,196.76,4.15M,0.00270
2016-12-13,198.15,193.18,201.28,193,6.82M,0.02970
2016-12-12,192.43,192.8,194.42,191.04,2.44M,0.00130
2016-12-09,192.18,190.87,193.84,190.81,2.72M,-0.00060
2016-12-08,192.29,192.05,192.5,189.54,3.19M,-0.00450
2016-12-07,193.15,186.15,193.4,185,5.46M,0.03930
2016-12-06,185.85,185.52,186.58,182.68,3.39M,-0.00510
2016-12-05,186.8,182.51,188.89,182.51,4.07M,0.02940
2016-12-02,181.47,182.88,184.88,180,4.04M,-0.00230
2016-12-01,181.88,188.25,188.53,181,5.13M,-0.03970
2016-11-30,189.4,191,191.89,187.5,3.55M,-0.00090
2016-11-29,189.57,195.56,196.73,189.5,4.44M,-0.03340
2016-11-28,196.12,195.48,199.35,194.55,4.53M,-0.00270
2016-11-25,196.65,193.64,197.24,193.64,2.37M,0.01820
2016-11-23,193.14,190.61,195.64,189,4.89M,0.01030
2016-11-22,191.17,185.84,191.47,183.71,5.60M,0.03600
2016-11-21,184.52,185.04,188.89,184.41,4.36M,-0.00270
2016-11-18,185.02,190.65,193,185,5.21M,-0.01930
2016-11-17,188.66,183.49,189.49,182.11,4.89M,0.02570
2016-11-16,183.93,182.65,184.73,181.21,3.43M,0.00090
2016-11-15,183.77,182.78,186.43,182.05,3.90M,0.01280
2016-11-14,181.45,188,188.25,178.19,6.55M,-0.03770
2016-11-11,188.56,184.24,188.88,183,3.99M,0.01730
2016-11-10,185.35,191.05,191.61,180.42,6.75M,-0.02480
2016-11-09,190.06,186.88,192,183.95,8.17M,-0.02500
2016-11-08,194.94,193.79,197.49,191.26,3.27M,0.00900
2016-11-07,193.21,193.59,194.29,190.05,3.87M,0.01390
2016-11-04,190.56,189,193.46,185.96,5.15M,0.01680
2016-11-03,187.42,189,191.47,187.04,2.65M,-0.00320
2016-11-02,188.02,190.05,192.7,187.5,4.25M,-0.01450
2016-11-01,190.79,198.04,198.5,188.1,7.06M,-0.03510
2016-10-31,197.73,202.49,202.49,195.81,4.69M,-0.01120
2016-10-28,199.97,204,205.32,199.83,4.28M,-0.01980
2016-10-27,204.01,211.34,213.7,201.65,13.09M,0.00880
2016-10-26,202.24,201,203.19,200.1,5.63M,-0.00050
2016-10-25,202.34,202.9,204.69,201.2,2.45M,-0.00210
2016-10-24,202.76,201,203.95,200.25,2.75M,0.01330
2016-10-21,200.09,198.6,201.57,197.41,2.94M,0.00500
2016-10-20,199.1,202.12,203,197.05,5.07M,-0.02190
2016-10-19,203.56,199.74,206.66,198.06,6.99M,0.02240
2016-10-18,199.1,195.99,199.47,193.26,5.68M,0.02650
2016-10-17,193.96,197.05,198.39,192,4.55M,-0.01300
2016-10-14,196.51,200.66,201.43,196.3,4.27M,-0.01860
2016-10-13,200.24,200.5,200.9,197.05,2.50M,-0.00630
2016-10-12,201.51,200.95,203.88,200.42,1.97M,0.00700
2016-10-11,200.1,201.85,202.2,198.31,2.33M,-0.00420
2016-10-10,200.95,201.35,204.14,199.66,3.32M,0.02210
2016-10-07,196.61,201,201.32,195.8,3.49M,-0.02180
2016-10-06,201,202.46,204.21,200.21,4.70M,-0.03580
2016-10-05,208.46,212.24,213.15,208.12,1.88M,-0.01400
2016-10-04,211.41,213.1,213.32,208.82,3.54M,-0.01070
2016-10-03,213.7,212.3,215.67,208.25,6.00M,0.04740
2016-09-30,204.03,202.21,204.98,199.55,2.59M,0.01660
2016-09-29,200.7,205.6,207.33,200.58,2.73M,-0.02700
2016-09-28,206.27,207.51,208.25,205.26,2.09M,0.00220
2016-09-27,205.81,209.65,209.98,204.61,3.37M,-0.01520
2016-09-26,208.99,206.5,211,206.5,2.39M,0.00740
2016-09-23,207.45,205.99,210.18,205.67,2.91M,0.00490
2016-09-22,206.43,206.4,207.28,203,2.38M,0.00590
2016-09-21,205.22,206.37,207,201.56,2.63M,0.00280
2016-09-20,204.64,206.85,207.75,203.91,2.41M,-0.00820
2016-09-19,206.34,207,209.43,205,2.30M,0.00460
2016-09-16,205.4,200.42,205.7,199,3.11M,0.02480
2016-09-15,200.42,196.49,202.52,196.4,3.09M,0.02040
2016-09-14,196.41,195.75,197.92,194.86,2.26M,0.00180
2016-09-13,196.05,197.06,198.49,193.45,3.59M,-0.01130
2016-09-12,198.3,195,201.37,194.1,3.72M,0.01970
2016-09-09,194.47,199.09,199.92,193.7,3.76M,-0.01460
2016-09-08,197.36,199.55,199.89,196.36,3.38M,-0.02160
2016-09-07,201.71,205.5,206.5,200.71,3.64M,-0.00550
2016-09-06,202.83,199.02,203.25,199,4.39M,0.02550
2016-09-02,197.78,202.33,203.2,196.2,5.98M,-0.01490
2016-09-01,200.77,209.01,211.1,200.5,7.94M,-0.05300
2016-08-31,212.01,210.43,212.6,208.65,3.28M,0.00320
2016-08-30,211.34,216.11,216.11,210.52,3.17M,-0.01790
2016-08-29,215.2,220.15,220.4,215,3.27M,-0.02180
2016-08-26,219.99,222.14,222.85,218.82,2.24M,-0.00440
2016-08-25,220.96,223.11,223.8,220.77,1.76M,-0.00750
2016-08-24,222.62,227.05,227.15,222.22,2.57M,-0.00990
2016-08-23,224.84,224.32,228.49,222.8,4.78M,0.00860
2016-08-22,222.93,224.17,225.11,222.68,2.07M,-0.00920
2016-08-19,225,223.54,225.17,222.53,1.66M,0.00670
2016-08-18,223.51,223.82,225.66,222.29,1.71M,0.00120
2016-08-17,223.24,224.33,224.83,222.8,1.79M,-0.00170
2016-08-16,223.61,225.49,227.19,223.41,2.27M,-0.00880
2016-08-15,225.59,226.02,229.5,224.93,2.03M,-0.00010
2016-08-12,225.61,225.41,226.65,224.04,1.81M,0.00310
2016-08-11,224.91,226.17,227.57,223.41,1.88M,-0.00330
2016-08-10,225.65,228.24,229.87,224.62,2.34M,-0.01500
2016-08-09,229.08,226.82,231.54,226.65,2.21M,0.01290
2016-08-08,226.16,228,229.6,226.09,2.26M,-0.01680
2016-08-05,230.03,230,232,227.4,3.21M,-0.00250
2016-08-04,230.61,225.69,230.86,222.05,4.15M,0.02130
2016-08-03,225.79,227.37,229.7,224.21,3.89M,-0.00620
2016-08-02,227.2,229.37,229.87,221.4,3.93M,-0.01220
2016-08-01,230.01,235.5,236.63,229.38,4.02M,-0.02040
2016-07-29,234.79,230.7,235.28,230.24,3.07M,0.01810
2016-07-28,230.61,227.95,230.76,226.6,2.42M,0.00930
2016-07-27,228.49,229.34,233.36,226.92,2.89M,-0.00440
2016-07-26,229.51,227.69,230,225.3,3.43M,-0.00220
2016-07-25,230.01,222.27,231.39,221.37,4.49M,0.03480
2016-07-22,222.27,221.99,224.5,218.88,2.58M,0.00800
2016-07-21,220.5,226,227.85,219.1,4.43M,-0.03440
2016-07-20,228.36,226.47,229.8,225,2.57M,0.01380
2016-07-19,225.26,225,229.1,224.75,3.12M,-0.00440
2016-07-18,226.25,219.64,227.09,218.3,3.41M,0.02650
2016-07-15,220.4,222.52,222.75,219.64,2.23M,-0.00510
2016-07-14,221.53,223.12,224.94,221.05,2.68M,-0.00450
2016-07-13,222.53,225.5,225.59,220.29,3.57M,-0.00940
2016-07-12,224.65,224.1,227.5,223.22,4.58M,-0.00060
2016-07-11,224.78,219.96,226.78,219.51,5.43M,0.03690
2016-07-08,216.78,217.8,219.81,214.5,4.07M,0.00390
2016-07-07,215.94,213.1,218.12,213.01,3.61M,0.00700
2016-07-06,214.44,210,215.23,209,4.92M,0.00210
2016-07-05,213.98,209.73,214.54,208,5.18M,-0.01160
2016-07-01,216.5,206.14,218.24,206,5.40M,0.01990
2016-06-30,212.28,212.97,213.5,209.02,4.84M,0.00990
2016-06-29,210.19,205.13,211.78,203,5.99M,0.04160
2016-06-28,201.79,201.89,204.05,199.41,6.21M,0.01630
2016-06-27,198.55,190.86,198.81,187.87,7.22M,0.02800
2016-06-24,193.15,190.05,195.12,189.73,7.03M,-0.01650
2016-06-23,196.4,195.69,197.55,192.13,10.13M,-0.00130
2016-06-22,196.66,199.47,205.95,195.75,23.74M,-0.10450
2016-06-21,219.61,220.68,222.57,218.81,4.53M,-0.00040
2016-06-20,219.7,219.5,223.75,218.23,3.56M,0.01960
2016-06-17,215.47,217.81,219.99,214.5,3.11M,-0.01130
2016-06-16,217.93,217.42,218.04,213.5,2.44M,0.00110
2016-06-15,217.7,216.95,221.9,215.13,2.91M,0.01270
2016-06-14,214.96,218.88,222.2,212.53,3.58M,-0.01340
2016-06-13,217.87,219.5,225.77,217.66,4.19M,-0.00420
2016-06-10,218.79,227.39,227.97,218.42,6.03M,-0.04610
2016-06-09,229.36,234.98,235.33,227.06,4.49M,-0.02620
2016-06-08,235.52,233.8,240.84,232.6,5.97M,0.01370
2016-06-07,232.34,222.24,234.44,221.52,6.21M,0.05280
2016-06-06,220.68,218,220.9,215.45,2.25M,0.00770
2016-06-03,218.99,220,221.94,218.01,2.23M,0.00010
2016-06-02,218.96,219.59,219.91,217.11,2.03M,-0.00270
2016-06-01,219.56,221.48,222.4,216.89,2.98M,-0.01640
2016-05-31,223.23,223.04,224.75,221.5,2.79M,0.00090
2016-05-27,223.04,224.99,225.93,220.75,3.65M,-0.00920
2016-05-26,225.12,220.5,225.26,219.05,4.07M,0.02520
2016-05-25,219.58,217.91,221.36,216.51,3.13M,0.00770
2016-05-24,217.91,216.6,218.74,215.18,3.01M,0.00780
2016-05-23,216.22,219.87,222.6,215.86,5.10M,-0.01840
2016-05-20,220.28,216.99,220.55,216.35,9.01M,0.02360
2016-05-19,215.21,213.62,216.79,207.3,6.87M,0.01910
2016-05-18,211.17,209.15,215.31,207.75,5.62M,0.03180
