Date,Price,Open,High,Low,Vol.,Change %
2019-10-01,244.69,241.5,245.95,239.13,6.20M,0.01590
2019-09-30,240.87,243,243.98,236.11,5.95M,-0.00520
2019-09-27,242.13,242.2,248.71,238.73,11.12M,-0.00180
2019-09-26,242.56,230.66,243.31,227.4,12.08M,0.06060
2019-09-25,228.7,224.56,228.98,218.36,9.44M,0.02460
2019-09-24,223.21,241.52,241.99,222.61,12.94M,-0.07470
2019-09-23,241.23,240,245.18,239.22,4.39M,0.00250
2019-09-20,240.62,246.49,246.95,238.16,6.51M,-0.02420
2019-09-19,246.6,246,247.94,244.84,4.88M,0.01280
2019-09-18,243.49,245,248.17,242.37,4.23M,-0.00530
2019-09-17,244.79,242.47,245.6,240.37,3.95M,0.00820
2019-09-16,242.81,246,247.43,241.17,4.73M,-0.00970
2019-09-13,245.2,246.96,248.45,244.87,5.31M,-0.00270
2019-09-12,245.87,247.7,253.5,244.4,8.58M,-0.00500
2019-09-11,247.1,237.38,248.17,236,10.04M,0.04910
2019-09-10,235.54,230.8,235.54,228.94,4.88M,0.01620
2019-09-09,231.79,230,233.76,229.23,4.80M,0.01910
2019-09-06,227.45,227.2,229.64,225.17,4.19M,-0.00930
2019-09-05,229.58,222.5,229.8,220.85,7.40M,0.04030
2019-09-04,220.68,226.89,228.46,219.21,5.77M,-0.01920
2019-09-03,225.01,224.08,228.95,223.16,5.36M,-0.00270
2019-08-30,225.61,229.15,232.44,224.21,9.33M,0.01760
2019-08-29,221.71,219,223.4,218,5.18M,0.02840
2019-08-28,215.59,213.69,217.25,212.31,3.24M,0.00710
2019-08-27,214.08,215.74,218.8,212.03,5.42M,-0.00430
2019-08-26,215,213.6,215.02,211.54,5.05M,0.01700
2019-08-23,211.4,219.97,221.17,211,8.56M,-0.04840
2019-08-22,222.15,222.8,225.4,218.22,6.56M,0.00600
2019-08-21,220.83,222.01,223.22,217.6,7.80M,-0.02230
2019-08-20,225.86,227.62,229.09,224.54,4.17M,-0.00430
2019-08-19,226.83,224.21,227.83,221.7,5.31M,0.03130
2019-08-16,219.94,216.66,222.24,216.02,5.21M,0.01990
2019-08-15,215.64,220.86,221.56,211.55,8.23M,-0.01810
2019-08-14,219.62,231.21,231.5,216.69,9.56M,-0.06540
2019-08-13,235,228.81,236,227.55,4.87M,0.02620
2019-08-12,229.01,232.99,235.77,228.75,4.66M,-0.02550
2019-08-09,235.01,236.05,238.96,233.81,3.90M,-0.01380
2019-08-08,238.3,234.45,239.8,232.65,5.27M,0.02090
2019-08-07,233.42,226.5,233.57,225.8,4.78M,0.01160
2019-08-06,230.75,231.88,232.5,225.75,5.56M,0.01060
2019-08-05,228.32,229.6,231.37,225.78,7.03M,-0.02570
2019-08-02,234.34,231.35,236.27,229.23,6.14M,0.00210
2019-08-01,233.85,242.65,244.51,231.77,8.26M,-0.03210
2019-07-31,241.61,243,246.68,236.65,9.18M,-0.00270
2019-07-30,242.26,232.9,243.36,232.18,8.11M,0.02750
2019-07-29,235.77,227.09,235.94,226.03,9.27M,0.03390
2019-07-26,228.04,226.92,230.26,222.25,10.03M,-0.00340
2019-07-25,228.82,233.5,234.5,225.55,22.42M,-0.13610
2019-07-24,264.88,259.17,266.07,258.16,11.07M,0.01810
2019-07-23,260.17,256.71,260.48,254.5,5.02M,0.01760
2019-07-22,255.68,258.75,262.15,254.19,6.85M,-0.00970
2019-07-19,258.18,255.69,259.96,254.62,7.05M,0.01830
2019-07-18,253.54,255.05,255.75,251.88,4.76M,-0.00520
2019-07-17,254.86,255.67,258.31,253.35,9.76M,0.00980
2019-07-16,252.38,249.3,253.53,247.93,8.15M,-0.00440
2019-07-15,253.5,248,254.42,244.86,11.00M,0.03440
2019-07-12,245.08,239.75,245.38,239.71,9.20M,0.02720
2019-07-11,238.6,238.14,241.5,235.8,7.51M,-0.00130
2019-07-10,238.92,234.15,238.94,233.14,9.15M,0.03850
2019-07-09,230.06,228.97,231,227.28,6.19M,-0.00120
2019-07-08,230.34,231.24,232.25,228.66,5.88M,-0.01180
2019-07-05,233.1,234.57,235.45,230.8,7.07M,-0.00770
2019-07-03,234.9,239.39,241.57,234.51,14.20M,0.04610
2019-07-02,224.55,228.89,229.15,222.22,9.26M,-0.01150
2019-07-01,227.17,230.21,233.1,226.28,8.24M,0.01660
2019-06-28,223.46,220.99,225.17,220.8,6.85M,0.00280
2019-06-27,222.84,219.45,222.9,217.35,6.34M,0.01630
2019-06-26,219.27,220.31,227.23,218.1,8.51M,-0.00220
2019-06-25,219.76,224.39,225.34,219.49,6.18M,-0.01730
2019-06-24,223.64,223.24,225.86,221.02,5.75M,0.00800
2019-06-21,221.86,216.22,222.18,215.5,8.20M,0.01020
2019-06-20,219.62,223,226.9,216.35,11.86M,-0.03010
2019-06-19,226.43,225.11,227.77,221.06,6.58M,0.00750
2019-06-18,224.74,228.72,234.74,222.56,12.72M,-0.00130
2019-06-17,225.03,215.48,227,214.27,12.32M,0.04700
2019-06-14,214.92,211.25,216.65,210.4,7.43M,0.00470
2019-06-13,213.91,210.38,214.9,207.51,8.17M,0.02220
2019-06-12,209.26,222.95,223.38,209,15.20M,-0.03610
2019-06-11,217.1,219.14,220.9,213.5,11.65M,0.01980
2019-06-10,212.88,210.25,216.94,209.01,10.59M,0.04100
2019-06-07,204.5,205,210.84,203.5,16.00M,-0.00700
2019-06-06,205.95,204.44,211,201.8,20.24M,0.04760
2019-06-05,196.59,198.68,201.28,191.85,13.51M,0.01540
2019-06-04,193.6,181.1,193.98,179.61,13.81M,0.08170
2019-06-03,178.97,185.51,186.68,176.99,13.06M,-0.03340
2019-05-31,185.16,185.1,189.92,184.1,10.41M,-0.01630
2019-05-30,188.22,188.75,192.25,187.02,7.93M,-0.00860
2019-05-29,189.86,187.1,192.39,185.04,11.97M,0.00610
2019-05-28,188.7,191.2,195,187.85,10.31M,-0.01010
2019-05-24,190.63,199.83,199.98,188.75,14.14M,-0.02490
2019-05-23,195.49,194.34,199.47,186.22,26.55M,0.01430
2019-05-22,192.73,199.1,203.94,191.78,18.69M,-0.06020
2019-05-21,205.08,197.76,207.4,196.04,18.00M,-0.00140
2019-05-20,205.36,202.8,206,195.25,20.53M,-0.02690
2019-05-17,211.03,221.96,222.24,208.92,17.79M,-0.07580
2019-05-16,228.33,229.49,231,226.5,7.48M,-0.01560
2019-05-15,231.95,229.32,232.44,225.25,7.30M,-0.00150
2019-05-14,232.31,229.3,234.5,228,7.25M,0.02330
2019-05-13,227.01,232.01,232.47,224.5,10.83M,-0.05220
2019-05-10,239.52,239.75,241.99,236.02,7.01M,-0.01020
2019-05-09,241.98,242,243.68,236.94,6.71M,-0.01170
2019-05-08,244.84,246.94,250.6,244.2,6.18M,-0.00900
2019-05-07,247.06,256.8,257.21,245.1,10.13M,-0.03240
2019-05-06,255.34,250.02,258.35,248.5,10.83M,0.00120
2019-05-03,255.03,243.86,256.61,243.49,23.71M,0.04480
2019-05-02,244.1,245.52,247.13,237.72,18.16M,0.04310
2019-05-01,234.01,238.85,240,231.5,10.70M,-0.01960
2019-04-30,238.69,242.06,244.21,237,9.46M,-0.01150
2019-04-29,241.47,235.86,243.98,232.17,16.71M,0.02690
2019-04-26,235.14,246.5,246.68,231.13,22.36M,-0.05040
2019-04-25,247.63,255,259,246.07,21.85M,-0.04260
2019-04-24,258.66,263.85,265.32,258,10.73M,-0.01990
2019-04-23,263.9,260.15,265.6,255.75,10.94M,0.00440
2019-04-22,262.75,269,269.68,262.48,12.15M,-0.03850
2019-04-18,273.26,271.23,274.84,269.75,5.88M,0.00750
2019-04-17,271.23,274.75,274.79,268.54,5.13M,-0.00780
2019-04-16,273.36,265.75,275,264.72,7.27M,0.02620
2019-04-15,266.38,268.63,268.88,258.63,10.04M,-0.00490
2019-04-12,267.7,270.22,271.95,266.83,6.75M,-0.00270
2019-04-11,268.42,268.3,270.5,265.6,9.84M,-0.02770
2019-04-10,276.06,276.74,278.38,272.89,7.06M,0.01380
2019-04-09,272.31,271.65,275,269.61,5.90M,-0.00330
2019-04-08,273.2,277.69,281.16,270.44,10.41M,-0.00640
2019-04-05,274.96,269.86,276.1,266.11,13.04M,0.02680
2019-04-04,267.78,261.89,271.2,260.59,23.72M,-0.08230
2019-04-03,291.81,287.32,296.17,287.17,7.93M,0.02070
2019-04-02,285.88,288.3,289.44,283.88,5.48M,-0.01140
2019-04-01,289.18,282.62,289.2,281.28,8.11M,0.03330
2019-03-29,279.86,278.7,280.16,274.5,5.99M,0.00450
2019-03-28,278.62,277.16,280.33,275.1,6.77M,0.01380
2019-03-27,274.83,268.75,275.37,268.18,8.78M,0.02640
2019-03-26,267.77,264.44,270.26,264.43,7.35M,0.02820
2019-03-25,260.42,259.71,263.18,254.46,10.22M,-0.01550
2019-03-22,264.53,272.58,272.8,264,8.75M,-0.03460
2019-03-21,274.02,272.6,276.45,268.45,5.95M,0.00150
2019-03-20,273.6,269.69,274.97,266.3,6.91M,0.02290
2019-03-19,267.47,267.5,273.3,263.46,11.80M,-0.00750
2019-03-18,269.49,276,278.05,267.3,10.28M,-0.02160
2019-03-15,275.43,283.51,283.72,274.4,14.79M,-0.05010
2019-03-14,289.96,292.45,295.39,288.29,7.10M,0.00350
2019-03-13,288.96,283.9,291.99,282.7,6.84M,0.01980
2019-03-12,283.36,286.49,288.07,281.06,7.50M,-0.02600
2019-03-11,290.92,283.52,291.28,280.5,7.39M,0.02390
2019-03-08,284.14,276.91,285.59,275.89,8.82M,0.02730
2019-03-07,276.59,278.84,284.7,274.25,9.44M,0.00130
2019-03-06,276.24,276.48,281.51,274.39,10.34M,-0.00110
2019-03-05,276.54,282,284,270.1,18.76M,-0.03090
2019-03-04,285.36,298.12,299,282.78,17.10M,-0.03200
2019-03-01,294.79,306.94,307.13,291.9,22.91M,-0.07840
2019-02-28,319.88,318.92,320,310.81,10.52M,0.01630
2019-02-27,314.74,301.78,316.3,300.55,11.18M,0.05670
2019-02-26,297.86,292.22,302.01,288.77,8.58M,-0.00300
2019-02-25,298.77,297.91,302.9,297,6.63M,0.01380
2019-02-22,294.71,294.49,296.5,292.1,5.74M,0.01190
2019-02-21,291.23,301.81,303.24,290.5,8.91M,-0.03740
2019-02-20,302.56,304.41,306.3,299,7.14M,-0.01010
2019-02-19,305.64,306.56,311.54,305.47,4.17M,-0.00730
2019-02-15,307.88,304.5,308,303.9,3.90M,0.01350
2019-02-14,303.77,303.38,306.77,301,5.20M,-0.01430
2019-02-13,308.17,312.35,312.75,305.57,5.14M,-0.01170
2019-02-12,311.81,316.2,318.19,309.62,5.52M,-0.00330
2019-02-11,312.84,311.6,318.6,310.5,7.13M,0.02300
2019-02-08,305.8,306.83,307.44,298.5,5.84M,-0.00560
2019-02-07,307.51,313.3,314.7,303,6.52M,-0.03060
2019-02-06,317.22,319.59,324.24,315.62,5.04M,-0.01290
2019-02-05,321.35,312.49,322.44,312.25,6.74M,0.02700
2019-02-04,312.89,312.98,315.3,301.88,7.35M,0.00220
2019-02-01,312.21,305.42,316.1,303.5,7.28M,0.01690
2019-01-31,307.02,301,311.56,294,12.57M,-0.00570
2019-01-30,308.77,300.45,309,298.49,11.25M,0.03800
2019-01-29,297.46,295.27,298.56,291.8,4.62M,0.00360
2019-01-28,296.38,292.91,297.46,287.75,6.42M,-0.00220
2019-01-25,297.04,294.39,298.52,289.55,7.26M,0.01900
2019-01-24,291.51,283.03,293.68,279.28,8.01M,0.01360
2019-01-23,287.59,292.5,294.5,281.69,12.53M,-0.03790
2019-01-22,298.92,304.82,308,295.5,12.07M,-0.01110
2019-01-18,302.26,323,327.13,299.73,24.15M,-0.12970
2019-01-17,347.31,346.21,351.5,344.15,3.68M,0.00360
2019-01-16,346.05,344.78,352,343.5,4.69M,0.00470
2019-01-15,344.43,335,348.8,334.5,6.06M,0.03000
2019-01-14,334.4,342.38,342.5,334,5.25M,-0.03700
2019-01-11,347.26,342.09,348.41,338.77,5.04M,0.00660
2019-01-10,344.97,334.4,345.39,331.79,6.06M,0.01900
2019-01-09,338.53,335.5,343.5,331.47,5.43M,0.00950
2019-01-08,335.35,341.96,344.01,327.02,7.01M,0.00120
2019-01-07,334.96,321.72,336.74,317.75,7.55M,0.05440
2019-01-04,317.69,306,318,302.73,7.39M,0.05770
2019-01-03,300.36,307,309.4,297.38,6.97M,-0.03150
2019-01-02,310.12,306.1,315.13,298.8,11.66M,-0.06810
2018-12-31,332.8,337.79,339.21,325.26,6.30M,-0.00320
2018-12-28,333.87,323.1,336.24,318.41,9.94M,0.05610
2018-12-27,316.13,319.84,322.17,301.5,8.58M,-0.03050
2018-12-26,326.09,300,326.97,294.09,8.16M,0.10390
2018-12-24,295.39,313.5,314.5,295.19,5.56M,-0.07620
2018-12-21,319.77,317.4,323.47,312.44,8.02M,0.01390
2018-12-20,315.38,327.05,330.29,311.87,9.07M,-0.05280
2018-12-19,332.97,337.6,347.01,329.74,8.27M,-0.01200
2018-12-18,337.03,350.54,351.55,333.69,7.10M,-0.03270
2018-12-17,348.42,362,365.7,343.88,7.67M,-0.04730
2018-12-14,365.71,375,377.87,364.33,6.34M,-0.02940
2018-12-13,376.79,370.15,377.44,366.75,7.37M,0.02780
2018-12-12,366.6,369.42,371.91,365.16,5.03M,-0.00040
2018-12-11,366.76,369.91,372.17,360.23,6.31M,0.00440
2018-12-10,365.15,360,365.98,353.12,6.61M,0.02010
2018-12-07,357.96,369,379.49,357.65,11.51M,-0.01400
2018-12-06,363.06,356.01,367.38,350.76,7.84M,0.00930
2018-12-04,359.7,356.05,368.68,352,8.46M,0.00340
2018-12-03,358.49,360,366,352,8.31M,0.02290
2018-11-30,350.48,341.83,351.6,338.26,5.63M,0.02730
2018-11-29,341.17,347,347.5,339.55,3.08M,-0.01930
2018-11-28,347.87,345.99,348.28,342.21,4.13M,0.01150
2018-11-27,343.92,340.05,346.96,335.5,6.36M,-0.00600
2018-11-26,346,325,346.22,325,7.99M,0.06190
2018-11-23,325.83,334.35,337.5,325.55,4.20M,-0.03650
2018-11-21,338.19,352,353.1,337.4,4.69M,-0.02680
2018-11-20,347.49,341.75,349.8,333.55,8.00M,-0.01690
2018-11-19,353.47,356.34,366.75,352.88,9.71M,-0.00240
2018-11-16,354.31,345.19,355.7,345.12,7.21M,0.01680
2018-11-15,348.44,342.33,348.58,339.04,4.63M,0.01290
2018-11-14,344,342.7,347.11,337.15,5.04M,0.01560
2018-11-13,338.73,333.16,344.7,332.2,5.45M,0.02250
2018-11-12,331.28,348.37,349.78,330.34,6.94M,-0.05490
2018-11-09,350.51,349,354,345.23,5.10M,-0.00250
2018-11-08,351.4,348.5,357.58,348.44,7.09M,0.00930
2018-11-07,348.16,343.34,351.18,340.8,7.37M,0.02080
2018-11-06,341.06,339.07,348.8,336.09,6.76M,-0.00100
2018-11-05,341.4,340.5,343.95,330.14,7.83M,-0.01450
2018-11-02,346.41,343.74,349.2,340.91,7.81M,0.00620
2018-11-01,344.28,338.26,347.84,334.73,8.00M,0.02060
2018-10-31,337.32,332.54,342,329.1,7.62M,0.02250
2018-10-30,329.9,328.39,337.9,322.26,9.13M,-0.01480
2018-10-29,334.85,337.47,347.16,326.5,14.49M,0.01190
2018-10-26,330.9,308.25,339.9,306.65,27.43M,0.05090
2018-10-25,314.86,317.22,321,301.01,20.84M,0.09140
2018-10-24,288.5,301.05,304.44,285.73,20.06M,-0.01920
2018-10-23,294.14,263.87,297.93,262.1,19.03M,0.12720
2018-10-22,260.95,260.68,261.86,252.59,5.60M,0.00370
2018-10-19,260,267.39,269.66,253.5,9.38M,-0.01480
2018-10-18,263.91,269.29,271,263,5.42M,-0.02900
2018-10-17,271.78,282.4,282.7,265.8,8.66M,-0.01740
2018-10-16,276.59,265.7,277.38,262.24,9.53M,0.06550
2018-10-15,259.59,259.06,263.28,254.54,6.20M,0.00310
2018-10-12,258.78,261,261.99,252.01,7.20M,0.02600
2018-10-11,252.23,257.53,262.25,249.03,8.17M,-0.01810
2018-10-10,256.88,264.61,265.51,247.77,12.82M,-0.02250
2018-10-09,262.8,255.25,266.77,253.3,12.06M,0.04890
2018-10-08,250.56,264.52,267.76,249,13.47M,-0.04350
2018-10-05,261.95,274.65,274.88,260,17.94M,-0.07050
2018-10-04,281.83,293.95,294,277.67,9.81M,-0.04400
2018-10-03,294.8,303.33,304.6,291.57,7.99M,-0.02070
2018-10-02,301.02,313.95,316.84,299.15,11.74M,-0.03120
2018-10-01,310.7,305.77,311.44,301.05,21.78M,0.17350
2018-09-28,264.77,270.26,278,260.56,33.65M,-0.13900
2018-09-27,307.52,312.9,314.96,306.91,8.51M,-0.00670
2018-09-26,309.58,301.91,313.89,301.11,7.84M,0.02850
2018-09-25,300.99,300,304.6,296.5,4.48M,0.00440
2018-09-24,299.68,298.48,303,293.58,4.84M,0.00190
2018-09-21,299.1,297.7,300.58,295.37,5.05M,0.00260
2018-09-20,298.33,303.56,305.98,293.33,7.35M,-0.00230
2018-09-19,299.02,280.51,300,280.5,8.29M,0.04930
2018-09-18,284.96,296.69,302.64,275.5,16.55M,-0.03350
2018-09-17,294.84,290.04,300.87,288.13,6.89M,-0.00120
2018-09-14,295.2,288.76,297.33,286.52,6.77M,0.01980
2018-09-13,289.46,288.02,295,285.18,6.34M,-0.00370
2018-09-12,290.54,281.44,292.5,278.65,10.02M,0.03970
2018-09-11,279.44,279.47,282,273.55,9.17M,-0.02120
2018-09-10,285.5,273.26,286.03,271,14.28M,0.08460
2018-09-07,263.24,260.1,268.35,252.25,22.49M,-0.06300
2018-09-06,280.95,284.8,291.17,278.88,7.48M,0.00070
2018-09-05,280.74,285.05,286.78,277.18,7.72M,-0.02840
2018-09-04,288.95,296.94,298.19,288,8.35M,-0.04210
2018-08-31,301.66,302,305.31,298.6,5.38M,-0.00490
2018-08-30,303.15,302.26,304.6,297.72,7.22M,-0.00610
2018-08-29,305.01,310.27,311.85,303.69,7.45M,-0.02200
2018-08-28,311.86,318.41,318.88,311.19,7.65M,-0.02320
2018-08-27,319.27,318,322.44,308.81,13.08M,-0.01100
2018-08-24,322.82,320.7,323.85,319.4,3.60M,0.00850
2018-08-23,320.1,319.14,327.32,318.1,5.15M,-0.00480
2018-08-22,321.64,320.87,323.88,314.67,5.95M,-0.00080
2018-08-21,321.9,310.61,324.79,309,13.17M,0.04360
2018-08-20,308.44,291.7,308.5,288.2,17.40M,0.00960
2018-08-17,305.5,323.5,326.77,303.53,18.96M,-0.08930
2018-08-16,335.45,339.91,342.28,333.82,6.06M,-0.00960
2018-08-15,338.69,341.91,344.49,332.14,9.10M,-0.02570
2018-08-14,347.64,358.45,359.2,347.1,6.99M,-0.02460
2018-08-13,356.41,361.13,363.19,349.02,10.46M,0.00260
2018-08-10,355.49,354,360,346,11.55M,0.00860
2018-08-09,352.45,365.55,367.01,345.73,17.18M,-0.04830
2018-08-08,370.34,369.09,382.64,367.12,24.57M,-0.02430
2018-08-07,379.57,343.84,387.46,339.15,30.88M,0.10990
2018-08-06,341.99,345.46,354.98,341.82,8.56M,-0.01780
2018-08-03,348.17,347.81,355,342.53,13.66M,-0.00390
2018-08-02,349.54,328.44,349.99,323.16,23.21M,0.16190
2018-08-01,300.84,297.99,303,293,10.13M,0.00910
2018-07-31,298.14,292.25,298.32,289.07,5.08M,0.02750
2018-07-30,290.17,295.9,296.1,286.13,6.81M,-0.02360
2018-07-27,297.18,307.25,307.69,295.34,5.70M,-0.03090
2018-07-26,306.65,304.85,310.7,303.64,4.63M,-0.00680
2018-07-25,308.74,296.74,309.62,294.5,7.09M,0.03800
2018-07-24,297.43,304.42,307.72,292.55,9.59M,-0.01900
2018-07-23,303.2,301.84,305.5,292.86,10.99M,-0.03310
2018-07-20,313.58,321.23,323.24,311.71,5.17M,-0.02080
2018-07-19,320.23,316.33,323.54,314.01,5.92M,-0.01120
2018-07-18,323.85,325,325.5,316.25,5.62M,0.00360
2018-07-17,322.69,308.81,324.74,308.5,7.00M,0.04060
2018-07-16,310.1,311.71,315.16,306.25,7.82M,-0.02750
2018-07-13,318.87,315.58,319.58,309.25,5.88M,0.00680
2018-07-12,316.71,321.43,323.23,312.77,5.72M,-0.00710
2018-07-11,318.96,315.8,321.94,315.07,4.88M,-0.01090
2018-07-10,322.47,324.56,327.68,319.2,9.47M,0.01240
2018-07-09,318.51,311.99,318.52,308,7.60M,0.03110
2018-07-06,308.9,304.95,312.07,302,8.87M,-0.00080
2018-07-05,309.16,313.76,314.39,296.22,17.48M,-0.00550
2018-07-03,310.86,331.75,332.49,309.69,12.28M,-0.07230
2018-07-02,335.07,360.07,364.78,329.85,18.76M,-0.02300
2018-06-29,342.95,353.33,353.86,342.41,6.49M,-0.01990
2018-06-28,349.93,348.66,357.02,346.11,8.40M,0.01580
2018-06-27,344.5,345,350.79,339.5,8.33M,0.00730
2018-06-26,342,336.05,343.55,325.8,7.45M,0.02700
2018-06-25,333.01,330.12,338.47,327.5,6.93M,-0.00190
2018-06-22,333.63,351.54,352.25,332,10.27M,-0.03990
2018-06-21,347.51,362,366.21,346.27,7.97M,-0.04060
2018-06-20,362.22,358.04,364.38,352,8.38M,0.02740
2018-06-19,352.55,365.16,370,346.25,12.76M,-0.04930
2018-06-18,370.83,355.4,373.73,354.5,12.07M,0.03530
2018-06-15,358.17,353.84,364.67,351.25,10.85M,0.00130
2018-06-14,357.72,347.63,358.75,346.6,10.98M,0.03750
2018-06-13,344.78,346.71,347.2,339.8,9.47M,0.00590
2018-06-12,342.77,344.7,354.97,338,22.35M,0.03210
2018-06-11,332.1,322.51,334.66,322.5,13.18M,0.04550
2018-06-08,317.66,319,324.48,317.15,8.21M,0.00500
2018-06-07,316.09,316.15,330,313.58,14.35M,-0.01070
2018-06-06,319.5,300.5,322.17,297.48,18.77M,0.09740
2018-06-05,291.13,297.7,297.8,286.74,6.00M,-0.01890
2018-06-04,296.74,294.34,299,293.55,4.80M,0.01690
2018-06-01,291.82,285.86,291.95,283.84,5.42M,0.02490
2018-05-31,284.73,287.21,290.37,282.93,5.92M,-0.02400
2018-05-30,291.72,283.29,295,281.6,7.49M,0.02810
2018-05-29,283.76,278.51,286.5,276.15,5.67M,0.01760
2018-05-25,278.85,277.63,279.64,275.61,3.88M,0.00360
2018-05-24,277.85,278.4,281.11,274.89,4.18M,-0.00440
2018-05-23,279.07,277.76,279.91,274,5.99M,0.01480
2018-05-22,275.01,287.76,288,273.42,8.95M,-0.03330
2018-05-21,284.49,281.33,291.49,281.3,9.18M,0.02770
2018-05-18,276.82,284.65,284.65,274,7.25M,-0.02710
2018-05-17,284.54,285.9,289.19,283.97,4.42M,-0.00680
2018-05-16,286.48,283.83,288.81,281.56,5.67M,0.00810
2018-05-15,284.18,285.01,286.96,280.5,9.52M,-0.02670
2018-05-14,291.97,303.32,304.94,291.62,7.29M,-0.03020
2018-05-11,301.06,307.7,308.88,299.08,4.68M,-0.01300
2018-05-10,305.02,307.5,312.99,304.11,5.65M,-0.00600
2018-05-09,306.85,300.41,307.01,300.05,5.73M,0.01620
2018-05-08,301.97,300.8,307.75,299,5.93M,-0.00260
2018-05-07,302.77,297.5,305.96,295.17,8.68M,0.02950
2018-05-04,294.09,283,296.86,279.52,8.57M,0.03390
2018-05-03,284.45,278.79,288.04,275.23,17.35M,-0.05550
2018-05-02,301.15,298.57,306.85,297.78,8.97M,0.00410
2018-05-01,299.92,293.51,300.82,293.22,4.63M,0.02050
2018-04-30,293.9,293.61,298.73,292.5,4.23M,-0.00060
2018-04-27,294.07,285.37,294.47,283.83,4.36M,0.03010
2018-04-26,285.48,278.75,285.79,276.5,4.36M,0.01710
2018-04-25,280.69,283.5,285.16,277.25,4.01M,-0.00980
2018-04-24,283.46,285,287.09,278.46,5.69M,0.00030
2018-04-23,283.37,291.29,291.62,282.33,4.89M,-0.02370
2018-04-20,290.24,295.17,299.98,289.75,5.63M,-0.03280
2018-04-19,300.08,291.08,301.01,288.55,6.09M,0.02290
2018-04-18,293.35,291.08,300.24,288.16,6.56M,0.01970
2018-04-17,287.69,288.87,292.17,282.51,7.00M,-0.01210
2018-04-16,291.21,299,299.66,289.01,6.34M,-0.03040
2018-04-13,300.34,303.6,303.95,295.98,7.33M,0.02130
2018-04-12,294.08,302.32,303.95,293.68,7.61M,-0.02280
2018-04-11,300.93,300.74,308.98,299.66,7.48M,-0.01240
2018-04-10,304.7,298.97,307.1,293.68,11.02M,0.05190
2018-04-09,289.66,300.37,309.5,289.21,10.25M,-0.03220
2018-04-06,299.3,301,309.28,295.5,13.52M,-0.02100
2018-04-05,305.72,289.34,306.26,288.2,19.12M,0.06540
2018-04-04,286.94,252.78,288.37,252,19.90M,0.07260
2018-04-03,267.53,269.82,273.35,254.49,18.84M,0.05960
2018-04-02,252.48,256.26,260.33,244.59,16.11M,-0.05130
2018-03-29,266.13,256.49,270.96,248.21,15.17M,0.03240
2018-03-28,257.78,264.58,268.68,252.1,21.00M,-0.07670
2018-03-27,279.18,304,304.27,277.18,13.87M,-0.08220
2018-03-26,304.18,307.34,307.59,291.36,8.38M,0.00880
2018-03-23,301.54,311.25,311.61,300.45,6.65M,-0.02450
2018-03-22,309.1,313.89,318.82,308.18,4.94M,-0.02350
2018-03-21,316.53,310.25,322.44,310.19,5.96M,0.01930
2018-03-20,310.55,314.87,316.25,308.76,4.76M,-0.00960
2018-03-19,313.56,316.5,320.75,309.67,7.48M,-0.02420
2018-03-16,321.35,325.96,327.4,319.07,6.12M,-0.01310
2018-03-15,325.6,329.38,332.85,321.1,6.56M,-0.00320
2018-03-14,326.63,336.76,339.81,323.93,7.97M,-0.04450
2018-03-13,341.84,344.92,345.12,336.26,5.97M,-0.01060
2018-03-12,345.51,328.61,347.21,326.5,8.26M,0.05610
2018-03-09,327.17,324.1,328.49,322.37,5.51M,-0.00590
2018-03-08,329.1,332.86,333.3,326.27,3.57M,-0.00960
2018-03-07,332.3,325.44,332.5,321.74,5.01M,0.01250
2018-03-06,328.2,333.75,336.37,327.03,4.29M,-0.01540
2018-03-05,333.35,332.39,337.75,329.29,3.82M,-0.00530
2018-03-02,335.12,326.98,335.22,322.97,5.09M,0.01270
2018-03-01,330.93,345.01,348.67,330.07,6.89M,-0.03540
2018-02-28,343.06,352.57,355.24,342.22,6.07M,-0.02260
2018-02-27,350.99,356.25,359.99,350.01,4.80M,-0.01800
2018-02-26,357.42,353.5,359,352.36,4.34M,0.01530
2018-02-23,352.05,347.83,354.99,347.1,5.82M,0.01700
2018-02-22,346.17,335.53,347.44,334.75,6.97M,0.03860
2018-02-21,333.3,336.03,339.69,333.17,3.22M,-0.00440
2018-02-20,334.77,334.47,340.84,331.5,4.01M,-0.00210
2018-02-16,335.49,332.5,343.12,331.64,5.64M,0.00430
2018-02-15,334.06,324.5,334.12,322.4,5.91M,0.03650
2018-02-14,322.31,320.84,326.17,318.52,3.95M,-0.00420
2018-02-13,323.66,315.02,324.19,312.51,4.56M,0.02510
2018-02-12,315.73,316.13,318.08,306.25,6.23M,0.01710
2018-02-09,310.42,319.93,320.98,294.76,12.93M,-0.01530
2018-02-08,315.23,343.31,348.62,314.6,10.31M,-0.08630
2018-02-07,345,338.99,346,335.66,6.97M,0.03300
2018-02-06,333.97,325.21,336.22,323.5,5.09M,0.00250
2018-02-05,333.13,337.97,344.47,333,4.46M,-0.03090
2018-02-02,343.75,348.44,351.95,340.51,3.70M,-0.01570
2018-02-01,349.25,351,359.66,348.63,4.20M,-0.01430
2018-01-31,354.31,347.51,356.19,345.19,6.21M,0.02460
2018-01-30,345.82,345.14,348.27,342.17,4.72M,-0.01060
2018-01-29,349.53,339.85,350.85,338.28,4.75M,0.01950
2018-01-26,342.85,341.5,344,335.71,4.54M,0.01540
2018-01-25,337.64,348.27,349.2,336.4,6.74M,-0.02390
